unique_id,canonical_bitmask,orientations,canonical_coords,black_remaining,white_remaining,diff_black_minus_white,parity_possible,solution_count
513738,1350574402,8,a2 b1 b3 c2 d6 e5 f1,16,13,3,1,0
513739,1342316866,8,a2 b1 b3 c2 c6 e5 f1,17,12,5,1,0
513740,1342187842,8,a2 b1 b3 b6 c2 e5 f1,16,13,3,1,0
513741,1342185826,4,a2 a6 b1 b3 c2 e5 f1,17,12,5,1,0
513742,201335138,8,a2 a6 b1 b3 c2 e3 e4,17,12,5,1,0
513744,151003490,8,a2 a6 b1 b3 c2 e1 e4,17,12,5,1,0
513745,1140918801,8,a1 a5 b4 b6 c5 e3 f1,12,17,-5,1,0
513747,1086333250,8,a2 b1 b3 c2 d5 d6 f1,17,12,5,1,0
513749,1077946690,8,a2 b1 b3 b6 c2 d5 f1,17,12,5,1,0
513750,100671842,8,a2 a6 b1 b3 c2 e2 e3,17,12,5,1,0
513751,83894626,8,a2 a6 b1 b3 c2 e1 e3,16,13,3,1,0
513752,1208027665,8,a1 a5 b4 b6 c5 e4 f1,13,16,-3,1,0
513753,1610686786,8,a2 b1 b3 c2 c5 e6 f1,17,12,5,1,0
513754,1082204482,8,a2 b1 b3 c2 c5 d6 f1,16,13,3,1,0
513755,1073946946,8,a2 b1 b3 c2 c5 c6 f1,17,12,5,1,0
513756,1073817922,8,a2 b1 b3 b6 c2 c5 f1,16,13,3,1,0
513757,50340194,8,a2 a6 b1 b3 c2 e1 e2,17,12,5,1,0
513758,1342245393,8,a1 a5 b4 b6 c5 e5 f1,12,17,-5,1,0
513760,1082139970,8,a2 b1 b3 b5 c2 d6 f1,17,12,5,1,0
513762,1073753410,8,a2 b1 b3 b5 b6 c2 f1,17,12,5,1,0
513763,1610680849,8,a1 a5 b4 b6 c5 e6 f1,13,16,-3,1,0
513764,1610621266,8,a2 a5 b1 b3 c2 e6 f1,17,12,5,1,0
513765,1082138962,8,a2 a5 b1 b3 c2 d6 f1,16,13,3,1,0
513766,1073881426,8,a2 a5 b1 b3 c2 c6 f1,17,12,5,1,0
513767,1073752402,8,a2 a5 b1 b3 b6 c2 f1,16,13,3,1,0
513768,2768764961,8,a1 a6 d2 e1 e3 e6 f2,13,16,-3,1,0
513769,18928893985,4,a1 a6 d5 e4 e6 f1 f5,17,12,5,1,0
513770,1619009858,8,a2 b1 b3 c2 d6 e6 f1,17,12,5,1,0
513772,1610623298,8,a2 b1 b3 b6 c2 e6 f1,17,12,5,1,0
513773,1082270018,8,a2 b1 b3 c2 c6 d6 f1,17,12,5,1,0
513774,1082140994,8,a2 b1 b3 b6 c2 d6 f1,16,13,3,1,0
513775,1073883458,8,a2 b1 b3 b6 c2 c6 f1,17,12,5,1,0
513824,17305954,8,a2 a6 b1 b3 c1 d2 e1,15,14,1,1,0
513846,2164394513,8,a1 a5 b4 b6 c6 e1 f2,12,17,-5,1,0
513884,1073752150,8,a2 a3 a5 b1 b6 c2 f1,15,14,1,1,0
513990,1207969874,8,a2 a5 b1 b6 c2 e4 f1,16,13,3,1,0
514042,2164819985,8,a1 a5 b6 c4 d2 e1 f2,12,17,-5,1,0
514070,1084301378,8,a2 b1 c2 c5 d4 d6 f1,15,14,1,1,0
514084,1075849298,8,a2 a5 b1 b6 c2 d4 f1,15,14,1,1,0
514164,1073784914,8,a2 a5 b1 b6 c2 c4 f1,16,13,3,1,0
514190,2168457745,8,a1 a5 b4 b6 d5 e1 f2,12,17,-5,1,0
514228,1073752658,8,a2 a5 b1 b4 b6 c2 f1,15,14,1,1,0
514279,1073752154,8,a2 a4 a5 b1 b6 c2 f1,16,13,3,1,0
514291,2164788241,8,a1 a5 b5 b6 d2 e1 f2,12,17,-5,1,0
514306,2168981521,8,a1 a5 b6 d2 d5 e1 f2,12,17,-5,1,0
514316,2701134353,8,a1 a5 b4 b6 e1 e6 f2,12,17,-5,1,0
514319,2701132130,8,a2 a6 b1 b3 e1 e6 f2,16,13,3,1,0
514320,2164918289,8,a1 a5 b6 c6 d2 e1 f2,12,17,-5,1,0
514322,2701658129,8,a1 a5 b6 d2 e1 e6 f2,12,17,-5,1,0
514342,1342253122,8,a2 b1 b6 c2 c5 e5 f1,15,14,1,1,0
514354,1342187602,8,a2 a5 b1 b6 c2 e5 f1,15,14,1,1,0
514381,1077946450,8,a2 a5 b1 b6 c2 d5 f1,16,13,3,1,0
514400,1073817682,8,a2 a5 b1 b6 c2 c5 f1,15,14,1,1,0
514407,1082206274,8,a2 b1 b6 c2 c5 d6 f1,15,14,1,1,0
514413,1073753170,8,a2 a5 b1 b5 b6 c2 f1,16,13,3,1,0
514421,18790484497,8,a1 a5 b4 b6 e6 f1 f5,14,15,-1,1,0
514424,1610623058,8,a2 a5 b1 b6 c2 e6 f1,16,13,3,1,0
514426,1082140754,8,a2 a5 b1 b6 c2 d6 f1,15,14,1,1,0
514427,1073883218,8,a2 a5 b1 b6 c2 c6 f1,16,13,3,1,0
518197,1073752660,8,a3 a5 b1 b4 b6 c2 f1,14,15,-1,1,0
519092,558387232,8,a6 c1 c3 d2 d5 e1 e6,14,15,-1,1,0
519553,1073818192,8,a5 b1 b4 b6 c2 c5 f1,14,15,-1,1,0
519800,2705326178,8,a2 a6 b1 d5 e1 e6 f2,16,13,3,1,0
519933,1082206288,8,a5 b1 b6 c2 c5 d6 f1,14,15,-1,1,0
519997,336098,8,a2 a6 b1 b2 c2 c5 d1,16,13,3,1,0
520123,1140852946,8,a2 a5 b1 b2 b6 e3 f1,14,15,-1,1,0
520157,303330,8,a2 a6 b1 b2 c2 c4 d1,17,12,5,1,0
520257,2164280337,8,a1 a5 b5 b6 c3 e1 f2,12,17,-5,1,0
520298,1074792658,8,a2 a5 b1 b2 b6 d3 f1,15,14,1,1,0
520313,286946,8,a2 a6 b1 b2 c2 c3 d1,16,13,3,1,0
520328,544994,8,a2 a6 b1 b2 c1 c3 d2,14,15,-1,1,0
520412,2164296721,8,a1 a5 b5 b6 c4 e1 f2,13,16,-3,1,0
520452,1073760466,8,a2 a5 b1 b2 b6 c3 f1,14,15,-1,1,0
520480,4464866,8,a2 a6 b1 b2 c2 d1 d5,17,12,5,1,0
520493,2367714,8,a2 a6 b1 b2 c2 d1 d4,16,13,3,1,0
520506,1319138,8,a2 a6 b1 b2 c2 d1 d3,17,12,5,1,0
520518,794850,8,a2 a6 b1 b2 c2 d1 d2,16,13,3,1,0
520530,25234449,8,a1 a5 b5 b6 c5 d6 e1,12,17,-5,1,0
520531,42011665,8,a1 a5 b5 b6 c5 d6 e2,13,16,-3,1,0
520532,75566097,8,a1 a5 b5 b6 c5 d6 e3,12,17,-5,1,0
520533,67379426,8,a2 a6 b1 b2 c2 d1 e3,16,13,3,1,0
520534,33824994,8,a2 a6 b1 b2 c2 d1 e2,17,12,5,1,0
520535,17047778,8,a2 a6 b1 b2 c2 d1 e1,16,13,3,1,0
520536,1082199057,8,a1 a5 b5 b6 c5 d6 f1,13,16,-3,1,0
520537,1610613194,8,a2 a4 b1 b2 b3 e6 f1,17,12,5,1,0
520538,1082130890,8,a2 a4 b1 b2 b3 d6 f1,16,13,3,1,0
520539,1073873354,8,a2 a4 b1 b2 b3 c6 f1,17,12,5,1,0
520540,1073744330,8,a2 a4 b1 b2 b3 b6 f1,16,13,3,1,0
520546,2164329489,8,a1 a5 b5 b6 c5 e1 f2,12,17,-5,1,0
520584,1073744338,8,a2 a5 b1 b2 b3 b6 f1,15,14,1,1,0
520639,17305826,8,a2 a6 b1 b2 c1 d2 e1,14,15,-1,1,0
520661,2164395025,8,a1 a5 b5 b6 c6 e1 f2,13,16,-3,1,0
520699,1073744086,8,a2 a3 a5 b1 b2 b6 f1,14,15,-1,1,0
520790,1207961810,8,a2 a5 b1 b2 b6 e4 f1,15,14,1,1,0
520841,2165312529,8,a1 a5 b5 b6 d3 e1 f2,13,16,-3,1,0
520881,1075841234,8,a2 a5 b1 b2 b6 d4 f1,14,15,-1,1,0
520918,2166361105,8,a1 a5 b5 b6 d4 e1 f2,12,17,-5,1,0
520956,1073776850,8,a2 a5 b1 b2 b6 c4 f1,15,14,1,1,0
520980,2168458257,8,a1 a5 b5 b6 d5 e1 f2,13,16,-3,1,0
521018,1073744594,8,a2 a5 b1 b2 b4 b6 f1,14,15,-1,1,0
521031,2172652561,8,a1 a5 b5 b6 d6 e1 f2,12,17,-5,1,0
521069,1073744090,8,a2 a4 a5 b1 b2 b6 f1,15,14,1,1,0
521081,2197818385,4,a1 a5 b5 b6 e1 e2 f2,13,16,-3,1,0
521089,2197882897,8,a1 a5 b6 c5 e1 e2 f2,12,17,-5,1,0
521095,2202011665,8,a1 a5 b6 d5 e1 e2 f2,13,16,-3,1,0
521100,2432699409,8,a1 a5 b5 b6 e1 e5 f2,12,17,-5,1,0
521104,2701134865,8,a1 a5 b5 b6 e1 e6 f2,13,16,-3,1,0
521107,2701132002,8,a2 a6 b1 b2 e1 e6 f2,15,14,1,1,0
521108,2197948433,8,a1 a5 b6 c6 e1 e2 f2,13,16,-3,1,0
521109,2206205969,8,a1 a5 b6 d6 e1 e2 f2,12,17,-5,1,0
521110,2734688273,8,a1 a5 b6 e1 e2 e6 f2,13,16,-3,1,0
521111,18790482146,4,a2 a6 b1 b2 e6 f1 f5,17,12,5,1,0
521140,1342179538,8,a2 a5 b1 b2 b6 e5 f1,14,15,-1,1,0
521165,1077938386,8,a2 a5 b1 b2 b6 d5 f1,15,14,1,1,0
521167,1614938306,8,a2 b1 b2 c6 d5 e6 f1,17,12,5,1,0
521182,1073809618,8,a2 a5 b1 b2 b6 c5 f1,14,15,-1,1,0
521187,1082198210,8,a2 b1 b2 b6 c5 d6 f1,14,15,-1,1,0
521193,1073745106,8,a2 a5 b1 b2 b5 b6 f1,15,14,1,1,0
521201,18790485009,8,a1 a5 b5 b6 e6 f1 f5,15,14,1,1,0
521204,1610614994,8,a2 a5 b1 b2 b6 e6 f1,15,14,1,1,0
521206,1082132690,8,a2 a5 b1 b2 b6 d6 f1,14,15,-1,1,0
521207,1073875154,8,a2 a5 b1 b2 b6 c6 f1,15,14,1,1,0
523346,17322146,8,a2 a6 b2 c1 c3 d2 e1,13,16,-3,1,0
524914,1073744596,8,a3 a5 b1 b2 b4 b6 f1,13,16,-3,1,0
524960,1073745100,8,a3 a4 b1 b2 b5 b6 f1,15,14,1,1,0
524976,4345431057,4,a1 a5 b5 c6 e1 e2 f3,15,14,1,1,0
525083,1073874132,8,a3 a5 b1 b2 b5 c6 f1,15,14,1,1,0
526220,1073810128,8,a5 b1 b2 b4 b6 c5 f1,13,16,-3,1,0
526399,58787857,8,a1 a5 b6 c5 d6 e1 e2,12,17,-5,1,0
526432,2969567330,8,a2 a6 b1 e1 e5 e6 f2,15,14,1,1,0
526565,1082198224,8,a5 b1 b2 b6 c5 d6 f1,13,16,-3,1,0
526609,368738,8,a2 a6 b1 c2 c4 c5 d1,17,12,5,1,0
526735,1141901394,8,a2 a5 b1 b6 d3 e3 f1,15,14,1,1,0
526750,352354,8,a2 a6 b1 c2 c3 c5 d1,16,13,3,1,0
526876,1140869202,8,a2 a5 b1 b6 c3 e3 f1,14,15,-1,1,0
526904,4530274,8,a2 a6 b1 c2 c5 d1 d5,17,12,5,1,0
526917,2433122,8,a2 a6 b1 c2 c5 d1 d4,16,13,3,1,0
526929,1384546,8,a2 a6 b1 c2 c5 d1 d3,17,12,5,1,0
526940,860258,8,a2 a6 b1 c2 c5 d1 d2,16,13,3,1,0
526951,42018833,8,a1 a5 b6 c2 c5 d6 e2,13,16,-3,1,0
526952,75573265,8,a1 a5 b6 c2 c5 d6 e3,12,17,-5,1,0
526953,67444834,8,a2 a6 b1 c2 c5 d1 e3,16,13,3,1,0
526954,33890402,8,a2 a6 b1 c2 c5 d1 e2,17,12,5,1,0
526955,17113186,8,a2 a6 b1 c2 c5 d1 e1,16,13,3,1,0
526956,1082206225,8,a1 a5 b6 c2 c5 d6 f1,13,16,-3,1,0
526957,1677721930,8,a2 a4 b1 b3 e3 e6 f1,17,12,5,1,0
526958,1149239626,8,a2 a4 b1 b3 d6 e3 f1,16,13,3,1,0
526959,1140982090,8,a2 a4 b1 b3 c6 e3 f1,17,12,5,1,0
526960,1140853066,8,a2 a4 b1 b3 b6 e3 f1,16,13,3,1,0
526995,1140853074,8,a2 a5 b1 b3 b6 e3 f1,15,14,1,1,0
527047,17371234,8,a2 a6 b1 c1 c5 d2 e1,14,15,-1,1,0
527097,1140852822,8,a2 a3 a5 b1 b6 e3 f1,14,15,-1,1,0
527190,1275070546,8,a2 a5 b1 b6 e3 e4 f1,15,14,1,1,0
527271,1142949970,8,a2 a5 b1 b6 d4 e3 f1,14,15,-1,1,0
527338,1140885586,8,a2 a5 b1 b6 c4 e3 f1,15,14,1,1,0
527392,1140853330,8,a2 a5 b1 b4 b6 e3 f1,14,15,-1,1,0
527434,1140852826,8,a2 a4 a5 b1 b6 e3 f1,15,14,1,1,0
527469,1409288274,8,a2 a5 b1 b6 e3 e5 f1,14,15,-1,1,0
527494,1145047122,8,a2 a5 b1 b6 d5 e3 f1,15,14,1,1,0
527497,1682047042,8,a2 b1 c6 d5 e3 e6 f1,17,12,5,1,0
527512,1140918354,8,a2 a5 b1 b6 c5 e3 f1,14,15,-1,1,0
527518,1149306946,8,a2 b1 b6 c5 d6 e3 f1,14,15,-1,1,0
527524,1140853842,8,a2 a5 b1 b5 b6 e3 f1,15,14,1,1,0
527531,18790492177,8,a1 a5 b6 c2 e6 f1 f5,15,14,1,1,0
527534,1677723730,8,a2 a5 b1 b6 e3 e6 f1,15,14,1,1,0
527536,1149241426,8,a2 a5 b1 b6 d6 e3 f1,14,15,-1,1,0
527537,1140983890,8,a2 a5 b1 b6 c6 e3 f1,15,14,1,1,0
527547,319586,8,a2 a6 b1 c2 c3 c4 d1,17,12,5,1,0
527646,2164312081,8,a1 a5 b6 c3 c4 e1 f2,12,17,-5,1,0
527687,1074808914,8,a2 a5 b1 b6 c3 d3 f1,15,14,1,1,0
527729,2400354,8,a2 a6 b1 c2 c4 d1 d4,17,12,5,1,0
527754,827490,8,a2 a6 b1 c2 c4 d1 d2,17,12,5,1,0
527767,42027025,8,a1 a5 b6 c3 c5 d6 e2,12,17,-5,1,0
527769,67412066,8,a2 a6 b1 c2 c4 d1 e3,17,12,5,1,0
527771,17080418,8,a2 a6 b1 c2 c4 d1 e1,17,12,5,1,0
527772,1082214417,8,a1 a5 b6 c3 c5 d6 f1,12,17,-5,1,0
527774,1083179338,8,a2 a4 b1 b3 d3 d6 f1,17,12,5,1,0
527776,1074792778,8,a2 a4 b1 b3 b6 d3 f1,17,12,5,1,0
527819,1074792786,8,a2 a5 b1 b3 b6 d3 f1,16,13,3,1,0
527874,17338466,8,a2 a6 b1 c1 c4 d2 e1,15,14,1,1,0
527895,2164410385,8,a1 a5 b6 c3 c6 e1 f2,12,17,-5,1,0
527933,1074792534,8,a2 a3 a5 b1 b6 d3 f1,15,14,1,1,0
528025,1209010258,8,a2 a5 b1 b6 d3 e4 f1,16,13,3,1,0
528116,1076889682,8,a2 a5 b1 b6 d3 d4 f1,15,14,1,1,0
528193,1074825298,8,a2 a5 b1 b6 c4 d3 f1,16,13,3,1,0
528217,2168473617,8,a1 a5 b6 c3 d5 e1 f2,12,17,-5,1,0
528255,1074793042,8,a2 a5 b1 b4 b6 d3 f1,15,14,1,1,0
528305,1074792538,8,a2 a4 a5 b1 b6 d3 f1,16,13,3,1,0
528330,2701150225,8,a1 a5 b6 c3 e1 e6 f2,12,17,-5,1,0
528333,2701164642,8,a2 a6 b1 c4 e1 e6 f2,16,13,3,1,0
528364,1343227986,8,a2 a5 b1 b6 d3 e5 f1,15,14,1,1,0
528389,1078986834,8,a2 a5 b1 b6 d3 d5 f1,16,13,3,1,0
528407,1074858066,8,a2 a5 b1 b6 c5 d3 f1,15,14,1,1,0
528412,1083246658,8,a2 b1 b6 c5 d3 d6 f1,15,14,1,1,0
528418,1074793554,8,a2 a5 b1 b5 b6 d3 f1,16,13,3,1,0
528425,18790500369,8,a1 a5 b6 c3 e6 f1 f5,14,15,-1,1,0
528428,1611663442,8,a2 a5 b1 b6 d3 e6 f1,16,13,3,1,0
528430,1083181138,8,a2 a5 b1 b6 d3 d6 f1,15,14,1,1,0
528431,1074923602,8,a2 a5 b1 b6 c6 d3 f1,16,13,3,1,0
528455,4481122,8,a2 a6 b1 c2 c3 d1 d5,17,12,5,1,0
528468,2383970,8,a2 a6 b1 c2 c3 d1 d4,16,13,3,1,0
528481,1335394,8,a2 a6 b1 c2 c3 d1 d3,17,12,5,1,0
528493,811106,8,a2 a6 b1 c2 c3 d1 d2,16,13,3,1,0
528505,25266193,8,a1 a5 b6 c4 c5 d6 e1,12,17,-5,1,0
528506,42043409,8,a1 a5 b6 c4 c5 d6 e2,13,16,-3,1,0
528507,75597841,8,a1 a5 b6 c4 c5 d6 e3,12,17,-5,1,0
528508,67395682,8,a2 a6 b1 c2 c3 d1 e3,16,13,3,1,0
528509,33841250,8,a2 a6 b1 c2 c3 d1 e2,17,12,5,1,0
528510,17064034,8,a2 a6 b1 c2 c3 d1 e1,16,13,3,1,0
528511,1082230801,8,a1 a5 b6 c4 c5 d6 f1,13,16,-3,1,0
528512,1610629450,8,a2 a4 b1 b3 c3 e6 f1,17,12,5,1,0
528513,1082147146,8,a2 a4 b1 b3 c3 d6 f1,16,13,3,1,0
528514,1073889610,8,a2 a4 b1 b3 c3 c6 f1,17,12,5,1,0
528515,1073760586,8,a2 a4 b1 b3 b6 c3 f1,16,13,3,1,0
528520,2164361233,8,a1 a5 b6 c4 c5 e1 f2,12,17,-5,1,0
528558,1073760594,8,a2 a5 b1 b3 b6 c3 f1,15,14,1,1,0
528613,17322082,8,a2 a6 b1 c1 c3 d2 e1,14,15,-1,1,0
528634,2164426769,8,a1 a5 b6 c4 c6 e1 f2,13,16,-3,1,0
528672,1073760342,8,a2 a3 a5 b1 b6 c3 f1,14,15,-1,1,0
528763,1207978066,8,a2 a5 b1 b6 c3 e4 f1,15,14,1,1,0
528790,69746786,8,a2 a6 b1 c3 d2 d4 e3,14,15,-1,1,0
528813,2165344273,4,a1 a5 b6 c4 d3 e1 f2,13,16,-3,1,0
528853,1075857490,8,a2 a5 b1 b6 c3 d4 f1,14,15,-1,1,0
528889,2166392849,8,a1 a5 b6 c4 d4 e1 f2,12,17,-5,1,0
528927,1073793106,8,a2 a5 b1 b6 c3 c4 f1,15,14,1,1,0
528950,2168490001,8,a1 a5 b6 c4 d5 e1 f2,13,16,-3,1,0
528988,1073760850,8,a2 a5 b1 b4 b6 c3 f1,14,15,-1,1,0
529000,2172684305,8,a1 a5 b6 c4 d6 e1 f2,12,17,-5,1,0
529038,1073760346,8,a2 a4 a5 b1 b6 c3 f1,15,14,1,1,0
529049,2165377041,8,a1 a5 b6 c5 d3 e1 f2,12,17,-5,1,0
529055,2169505809,8,a1 a5 b6 d3 d5 e1 f2,13,16,-3,1,0
529060,2432731153,8,a1 a5 b6 c4 e1 e5 f2,12,17,-5,1,0
529064,2701166609,8,a1 a5 b6 c4 e1 e6 f2,13,16,-3,1,0
529067,2701148258,8,a2 a6 b1 c3 e1 e6 f2,15,14,1,1,0
529068,2165442577,8,a1 a5 b6 c6 d3 e1 f2,13,16,-3,1,0
529069,2173700113,8,a1 a5 b6 d3 d6 e1 f2,12,17,-5,1,0
529070,2702182417,8,a1 a5 b6 d3 e1 e6 f2,13,16,-3,1,0
529071,18790498402,4,a2 a6 b1 c3 e6 f1 f5,17,12,5,1,0
529100,1342195794,8,a2 a5 b1 b6 c3 e5 f1,14,15,-1,1,0
529125,1077954642,8,a2 a5 b1 b6 c3 d5 f1,15,14,1,1,0
529127,1614954562,8,a2 b1 c3 c6 d5 e6 f1,17,12,5,1,0
529142,1073825874,8,a2 a5 b1 b6 c3 c5 f1,14,15,-1,1,0
529147,1082214466,8,a2 b1 b6 c3 c5 d6 f1,14,15,-1,1,0
529153,1073761362,8,a2 a5 b1 b5 b6 c3 f1,15,14,1,1,0
529160,18790516753,8,a1 a5 b6 c4 e6 f1 f5,15,14,1,1,0
529163,1610631250,8,a2 a5 b1 b6 c3 e6 f1,15,14,1,1,0
529165,1082148946,8,a2 a5 b1 b6 c3 d6 f1,14,15,-1,1,0
529166,1073891410,8,a2 a5 b1 b6 c3 c6 f1,15,14,1,1,0
529218,17313890,8,a2 a6 b1 c1 c2 d2 e1,15,14,1,1,0
529239,2164459537,8,a1 a5 b6 c5 c6 e1 f2,12,17,-5,1,0
529277,1073744214,8,a2 a3 a5 b1 b3 b6 f1,15,14,1,1,0
529287,6561890,8,a2 a6 b1 c2 d1 d4 d5,17,12,5,1,0
529310,4989026,8,a2 a6 b1 c2 d1 d2 d5,17,12,5,1,0
529321,42534929,8,a1 a5 b6 c5 d2 d6 e2,12,17,-5,1,0
529323,71573602,8,a2 a6 b1 c2 d1 d5 e3,17,12,5,1,0
529325,21241954,8,a2 a6 b1 c2 d1 d5 e1,17,12,5,1,0
529326,1082722321,8,a1 a5 b6 c5 d2 d6 f1,12,17,-5,1,0
529328,1216348490,8,a2 a4 b1 b3 d6 e4 f1,17,12,5,1,0
529330,1207961930,8,a2 a4 b1 b3 b6 e4 f1,17,12,5,1,0
529365,1207961938,8,a2 a5 b1 b3 b6 e4 f1,16,13,3,1,0
529374,3416162,8,a2 a6 b1 c2 d1 d3 d4,17,12,5,1,0
529386,2891874,8,a2 a6 b1 c2 d1 d2 d4,16,13,3,1,0
529398,26282001,8,a1 a5 b6 c5 d3 d6 e1,12,17,-5,1,0
529399,43059217,8,a1 a5 b6 c5 d3 d6 e2,13,16,-3,1,0
529400,76613649,8,a1 a5 b6 c5 d3 d6 e3,12,17,-5,1,0
529401,69476450,8,a2 a6 b1 c2 d1 d4 e3,16,13,3,1,0
529402,35922018,8,a2 a6 b1 c2 d1 d4 e2,17,12,5,1,0
529403,19144802,8,a2 a6 b1 c2 d1 d4 e1,16,13,3,1,0
529404,1083246609,8,a1 a5 b6 c5 d3 d6 f1,13,16,-3,1,0
529405,1612710218,8,a2 a4 b1 b3 d4 e6 f1,17,12,5,1,0
529406,1084227914,8,a2 a4 b1 b3 d4 d6 f1,16,13,3,1,0
529407,1075970378,8,a2 a4 b1 b3 c6 d4 f1,17,12,5,1,0
529408,1075841354,8,a2 a4 b1 b3 b6 d4 f1,16,13,3,1,0
529450,1075841362,8,a2 a5 b1 b3 b6 d4 f1,15,14,1,1,0
529458,1843298,8,a2 a6 b1 c2 d1 d2 d3,17,12,5,1,0
529471,44107793,8,a1 a5 b6 c5 d4 d6 e2,12,17,-5,1,0
529473,68427874,8,a2 a6 b1 c2 d1 d3 e3,17,12,5,1,0
529475,18096226,8,a2 a6 b1 c2 d1 d3 e1,17,12,5,1,0
529476,1084295185,8,a1 a5 b6 c5 d4 d6 f1,12,17,-5,1,0
529478,1082163530,8,a2 a4 b1 b3 c4 d6 f1,17,12,5,1,0
529480,1073776970,8,a2 a4 b1 b3 b6 c4 f1,17,12,5,1,0
529523,1073776978,8,a2 a5 b1 b3 b6 c4 f1,16,13,3,1,0
529531,29427729,8,a1 a5 b6 c5 d5 d6 e1,12,17,-5,1,0
529532,46204945,8,a1 a5 b6 c5 d5 d6 e2,13,16,-3,1,0
529533,79759377,8,a1 a5 b6 c5 d5 d6 e3,12,17,-5,1,0
529534,67903586,8,a2 a6 b1 c2 d1 d2 e3,16,13,3,1,0
529535,34349154,8,a2 a6 b1 c2 d1 d2 e2,17,12,5,1,0
529536,17571938,8,a2 a6 b1 c2 d1 d2 e1,16,13,3,1,0
529537,1086392337,8,a1 a5 b6 c5 d5 d6 f1,13,16,-3,1,0
529538,1610613578,8,a2 a4 b1 b3 b4 e6 f1,17,12,5,1,0
529539,1082131274,8,a2 a4 b1 b3 b4 d6 f1,16,13,3,1,0
529540,1073873738,8,a2 a4 b1 b3 b4 c6 f1,17,12,5,1,0
529541,1073744714,8,a2 a4 b1 b3 b4 b6 f1,16,13,3,1,0
529546,2168522769,8,a1 a5 b6 c5 d5 e1 f2,12,17,-5,1,0
529584,1073744722,8,a2 a5 b1 b3 b4 b6 f1,15,14,1,1,0
529593,159451153,8,a1 a5 b6 c5 d6 e1 e4,12,17,-5,1,0
529595,553918562,8,a2 a6 b1 c2 d1 e1 e6,17,12,5,1,0
529597,4320200721,8,a1 a5 b6 c5 d6 e1 f3,12,17,-5,1,0
529599,2684624994,8,a2 a6 b1 c2 d1 e6 f2,17,12,5,1,0
529600,109119505,8,a1 a5 b6 c5 d6 e2 e3,12,17,-5,1,0
529601,176228369,8,a1 a5 b6 c5 d6 e2 e4,13,16,-3,1,0
529602,302260322,8,a2 a6 b1 c2 d1 e2 e5,17,12,5,1,0
529603,285483106,8,a2 a6 b1 c2 d1 e1 e5,16,13,3,1,0
529604,1115752465,8,a1 a5 b6 c5 d6 e2 f1,13,16,-3,1,0
529605,1879048522,8,a2 a4 b1 b3 e5 e6 f1,17,12,5,1,0
529606,1350566218,8,a2 a4 b1 b3 d6 e5 f1,16,13,3,1,0
529607,1342308682,8,a2 a4 b1 b3 c6 e5 f1,17,12,5,1,0
529608,1342179658,8,a2 a4 b1 b3 b6 e5 f1,16,13,3,1,0
529609,201597026,8,a2 a6 b1 c2 d1 e3 e4,17,12,5,1,0
529611,151265378,8,a2 a6 b1 c2 d1 e1 e4,17,12,5,1,0
529612,1149306897,8,a1 a5 b6 c5 d6 e3 f1,12,17,-5,1,0
529614,1086325066,8,a2 a4 b1 b3 d5 d6 f1,17,12,5,1,0
529616,1077938506,8,a2 a4 b1 b3 b6 d5 f1,17,12,5,1,0
529617,100933730,8,a2 a6 b1 c2 d1 e2 e3,17,12,5,1,0
529618,84156514,8,a2 a6 b1 c2 d1 e1 e3,16,13,3,1,0
529619,1216415761,8,a1 a5 b6 c5 d6 e4 f1,13,16,-3,1,0
529620,1610678602,8,a2 a4 b1 b3 c5 e6 f1,17,12,5,1,0
529621,1082196298,8,a2 a4 b1 b3 c5 d6 f1,16,13,3,1,0
529622,1073938762,8,a2 a4 b1 b3 c5 c6 f1,17,12,5,1,0
529623,1073809738,8,a2 a4 b1 b3 b6 c5 f1,16,13,3,1,0
529624,50602082,8,a2 a6 b1 c2 d1 e1 e2,17,12,5,1,0
529625,1350633489,8,a1 a5 b6 c5 d6 e5 f1,12,17,-5,1,0
529627,1082131786,8,a2 a4 b1 b3 b5 d6 f1,17,12,5,1,0
529629,1073745226,8,a2 a4 b1 b3 b5 b6 f1,17,12,5,1,0
529630,1619068945,8,a1 a5 b6 c5 d6 e6 f1,13,16,-3,1,0
529631,1610613082,8,a2 a4 a5 b1 b3 e6 f1,17,12,5,1,0
529632,1082130778,8,a2 a4 a5 b1 b3 d6 f1,16,13,3,1,0
529633,1073873242,8,a2 a4 a5 b1 b3 c6 f1,17,12,5,1,0
529634,1073744218,8,a2 a4 a5 b1 b3 b6 f1,16,13,3,1,0
529635,11358175265,8,a1 a6 e1 e3 e6 f2 f4,13,16,-3,1,0
529636,1619001674,8,a2 a4 b1 b3 d6 e6 f1,17,12,5,1,0
529638,1610615114,8,a2 a4 b1 b3 b6 e6 f1,17,12,5,1,0
529639,1082261834,8,a2 a4 b1 b3 c6 d6 f1,17,12,5,1,0
529640,1082132810,8,a2 a4 b1 b3 b6 d6 f1,16,13,3,1,0
529641,1073875274,8,a2 a4 b1 b3 b6 c6 f1,17,12,5,1,0
529651,2235566097,8,a1 a5 b6 d5 e1 e3 f2,12,17,-5,1,0
529660,2701199377,8,a1 a5 b6 c5 e1 e6 f2,12,17,-5,1,0
529663,2701140066,8,a2 a6 b1 c2 e1 e6 f2,16,13,3,1,0
529664,2231502865,8,a1 a5 b6 c6 e1 e3 f2,12,17,-5,1,0
