unique_id,canonical_bitmask,orientations,canonical_coords,black_remaining,white_remaining,diff_black_minus_white,parity_possible,solution_count
275048,1051413,8,a1 a3 a5 b3 b4 b6 d3,13,16,-3,1,0
275049,1049450,8,a2 a4 a6 b1 b3 b4 d3,17,12,5,1,0
275050,525162,8,a2 a4 a6 b1 b3 b4 d2,16,13,3,1,0
275051,263018,8,a2 a4 a6 b1 b3 b4 d1,17,12,5,1,0
275052,16780053,8,a1 a3 a5 b3 b4 b6 e1,12,17,-5,1,0
275053,33557269,8,a1 a3 a5 b3 b4 b6 e2,13,16,-3,1,0
275054,67111701,8,a1 a3 a5 b3 b4 b6 e3,12,17,-5,1,0
275055,67109738,8,a2 a4 a6 b1 b3 b4 e3,16,13,3,1,0
275056,33555306,8,a2 a4 a6 b1 b3 b4 e2,17,12,5,1,0
275057,16778090,8,a2 a4 a6 b1 b3 b4 e1,16,13,3,1,0
275058,1073744661,8,a1 a3 a5 b3 b4 b6 f1,13,16,-3,1,0
275059,1611407426,8,a2 b1 c2 d1 d2 e6 f1,17,12,5,1,0
275060,1082925122,8,a2 b1 c2 d1 d2 d6 f1,16,13,3,1,0
275061,1074667586,8,a2 b1 c2 c6 d1 d2 f1,17,12,5,1,0
275062,1074538562,8,a2 b1 b6 c2 d1 d2 f1,16,13,3,1,0
275063,1073742698,8,a2 a4 a6 b1 b3 b4 f1,17,12,5,1,0
275278,17315857,8,a1 a5 b6 c1 c2 d2 e1,12,17,-5,1,0
275321,1074538576,8,a5 b1 b6 c2 d1 d2 f1,15,14,1,1,0
275425,21162,8,a2 a4 a6 b2 b4 c1 c3,14,15,-1,1,0
275721,270954,8,a2 a4 a6 b1 b4 c2 d1,17,12,5,1,0
275844,2164263189,8,a1 a3 a5 b3 b6 e1 f2,12,17,-5,1,0
275887,1074530386,8,a2 a5 b1 b6 d1 d2 f1,15,14,1,1,0
277814,7701,8,a1 a3 a5 b4 b5 b6 c1,12,17,-5,1,0
277815,11797,8,a1 a3 a5 b4 b5 b6 c2,13,16,-3,1,0
277816,19989,8,a1 a3 a5 b4 b5 b6 c3,12,17,-5,1,0
277817,16874,8,a2 a4 a6 b1 b2 b3 c3,16,13,3,1,0
277818,8682,8,a2 a4 a6 b1 b2 b3 c2,17,12,5,1,0
277819,4586,8,a2 a4 a6 b1 b2 b3 c1,16,13,3,1,0
277820,265749,8,a1 a3 a5 b4 b5 b6 d1,13,16,-3,1,0
277821,527893,8,a1 a3 a5 b4 b5 b6 d2,12,17,-5,1,0
277822,1052181,8,a1 a3 a5 b4 b5 b6 d3,13,16,-3,1,0
277823,1049066,8,a2 a4 a6 b1 b2 b3 d3,17,12,5,1,0
277824,524778,8,a2 a4 a6 b1 b2 b3 d2,16,13,3,1,0
277825,262634,8,a2 a4 a6 b1 b2 b3 d1,17,12,5,1,0
277826,16780821,8,a1 a3 a5 b4 b5 b6 e1,12,17,-5,1,0
277827,33558037,8,a1 a3 a5 b4 b5 b6 e2,13,16,-3,1,0
277828,67112469,8,a1 a3 a5 b4 b5 b6 e3,12,17,-5,1,0
277829,67109354,8,a2 a4 a6 b1 b2 b3 e3,16,13,3,1,0
277830,33554922,8,a2 a4 a6 b1 b2 b3 e2,17,12,5,1,0
277831,16777706,8,a2 a4 a6 b1 b2 b3 e1,16,13,3,1,0
277832,1073745429,8,a1 a3 a5 b4 b5 b6 f1,13,16,-3,1,0
277833,1610883266,8,a2 b1 b2 c2 d1 e6 f1,17,12,5,1,0
277834,1082400962,8,a2 b1 b2 c2 d1 d6 f1,16,13,3,1,0
277835,1074143426,8,a2 b1 b2 c2 c6 d1 f1,17,12,5,1,0
277836,1074014402,8,a2 b1 b2 b6 c2 d1 f1,16,13,3,1,0
277837,1073742314,8,a2 a4 a6 b1 b2 b3 f1,17,12,5,1,0
278052,50862097,8,a1 a5 b6 c1 d2 e1 e2,12,17,-5,1,0
278095,1074014416,8,a5 b1 b2 b6 c2 d1 f1,15,14,1,1,0
278109,14869,8,a1 a3 a5 b4 b6 c1 c2,12,17,-5,1,0
278111,39445,8,a1 a3 a5 b4 b6 c1 c4,12,17,-5,1,0
278113,135530,8,a2 a4 a6 b1 b3 c1 c6,17,12,5,1,0
278115,1055253,8,a1 a3 a5 b4 b6 c1 d3,12,17,-5,1,0
278117,655722,8,a2 a4 a6 b1 b3 c6 d2,17,12,5,1,0
278120,33561109,8,a1 a3 a5 b4 b6 c1 e2,12,17,-5,1,0
278122,67240298,8,a2 a4 a6 b1 b3 c6 e3,17,12,5,1,0
278124,16908650,8,a2 a4 a6 b1 b3 c6 e1,17,12,5,1,0
278125,1073748501,8,a1 a3 a5 b4 b6 c1 f1,12,17,-5,1,0
278127,2164920325,8,a1 a3 c1 c6 d2 e1 f2,12,17,-5,1,0
278129,2147615082,8,a2 a4 a6 b1 b3 c6 f2,17,12,5,1,0
278131,27157,8,a1 a3 a5 b4 b6 c2 c3,12,17,-5,1,0
278132,43541,8,a1 a3 a5 b4 b6 c2 c4,13,16,-3,1,0
278133,74090,8,a2 a4 a6 b1 b3 c2 c5,17,12,5,1,0
278134,69994,8,a2 a4 a6 b1 b3 c1 c5,16,13,3,1,0
278135,272917,8,a1 a3 a5 b4 b6 c2 d1,13,16,-3,1,0
278136,535061,8,a1 a3 a5 b4 b6 c2 d2,12,17,-5,1,0
278137,1059349,8,a1 a3 a5 b4 b6 c2 d3,13,16,-3,1,0
278138,1114474,8,a2 a4 a6 b1 b3 c5 d3,17,12,5,1,0
278139,590186,8,a2 a4 a6 b1 b3 c5 d2,16,13,3,1,0
278140,328042,8,a2 a4 a6 b1 b3 c5 d1,17,12,5,1,0
278141,16787989,8,a1 a3 a5 b4 b6 c2 e1,12,17,-5,1,0
278142,33565205,8,a1 a3 a5 b4 b6 c2 e2,13,16,-3,1,0
278143,67119637,8,a1 a3 a5 b4 b6 c2 e3,12,17,-5,1,0
278144,67174762,8,a2 a4 a6 b1 b3 c5 e3,16,13,3,1,0
278145,33620330,8,a2 a4 a6 b1 b3 c5 e2,17,12,5,1,0
278146,16843114,8,a2 a4 a6 b1 b3 c5 e1,16,13,3,1,0
278147,1073752597,8,a1 a3 a5 b4 b6 c2 f1,13,16,-3,1,0
278148,1677992002,8,a2 b1 c2 d1 e3 e6 f1,17,12,5,1,0
278149,1149509698,8,a2 b1 c2 d1 d6 e3 f1,16,13,3,1,0
278150,1141252162,8,a2 b1 c2 c6 d1 e3 f1,17,12,5,1,0
278151,1141123138,8,a2 b1 b6 c2 d1 e3 f1,16,13,3,1,0
278152,1073807722,8,a2 a4 a6 b1 b3 c5 f1,17,12,5,1,0
278153,49514,8,a2 a4 a6 b1 b3 c3 c4,17,12,5,1,0
278155,37226,8,a2 a4 a6 b1 b3 c1 c4,17,12,5,1,0
278156,281109,8,a1 a3 a5 b4 b6 c3 d1,12,17,-5,1,0
278158,1067541,8,a1 a3 a5 b4 b6 c3 d3,12,17,-5,1,0
278160,557418,8,a2 a4 a6 b1 b3 c4 d2,17,12,5,1,0
278163,33573397,8,a1 a3 a5 b4 b6 c3 e2,12,17,-5,1,0
278165,67141994,8,a2 a4 a6 b1 b3 c4 e3,17,12,5,1,0
278167,16810346,8,a2 a4 a6 b1 b3 c4 e1,17,12,5,1,0
278168,1073760789,8,a1 a3 a5 b4 b6 c3 f1,12,17,-5,1,0
278170,1083449410,8,a2 b1 c2 d1 d3 d6 f1,17,12,5,1,0
278172,1075062850,8,a2 b1 b6 c2 d1 d3 f1,17,12,5,1,0
278174,24938,8,a2 a4 a6 b1 b3 c2 c3,17,12,5,1,0
278175,20842,8,a2 a4 a6 b1 b3 c1 c3,16,13,3,1,0
278176,297493,8,a1 a3 a5 b4 b6 c4 d1,13,16,-3,1,0
278177,559637,8,a1 a3 a5 b4 b6 c4 d2,12,17,-5,1,0
278178,1083925,8,a1 a3 a5 b4 b6 c4 d3,13,16,-3,1,0
278179,1065322,8,a2 a4 a6 b1 b3 c3 d3,17,12,5,1,0
278180,541034,8,a2 a4 a6 b1 b3 c3 d2,16,13,3,1,0
278181,278890,8,a2 a4 a6 b1 b3 c3 d1,17,12,5,1,0
278182,16812565,8,a1 a3 a5 b4 b6 c4 e1,12,17,-5,1,0
278183,33589781,8,a1 a3 a5 b4 b6 c4 e2,13,16,-3,1,0
278184,67144213,8,a1 a3 a5 b4 b6 c4 e3,12,17,-5,1,0
278185,67125610,8,a2 a4 a6 b1 b3 c3 e3,16,13,3,1,0
278186,33571178,8,a2 a4 a6 b1 b3 c3 e2,17,12,5,1,0
278187,16793962,8,a2 a4 a6 b1 b3 c3 e1,16,13,3,1,0
278188,1073777173,8,a1 a3 a5 b4 b6 c4 f1,13,16,-3,1,0
278189,1610899522,8,a2 b1 c2 c3 d1 e6 f1,17,12,5,1,0
278190,1082417218,8,a2 b1 c2 c3 d1 d6 f1,16,13,3,1,0
278191,1074159682,8,a2 b1 c2 c3 c6 d1 f1,17,12,5,1,0
278192,1074030658,8,a2 b1 b6 c2 c3 d1 f1,16,13,3,1,0
278193,1073758570,8,a2 a4 a6 b1 b3 c3 f1,17,12,5,1,0
278194,12650,8,a2 a4 a6 b1 b3 c1 c2,17,12,5,1,0
278195,330261,8,a1 a3 a5 b4 b6 c5 d1,12,17,-5,1,0
278197,1116693,8,a1 a3 a5 b4 b6 c5 d3,12,17,-5,1,0
278199,532842,8,a2 a4 a6 b1 b3 c2 d2,17,12,5,1,0
278202,33622549,8,a1 a3 a5 b4 b6 c5 e2,12,17,-5,1,0
278204,67117418,8,a2 a4 a6 b1 b3 c2 e3,17,12,5,1,0
278206,16785770,8,a2 a4 a6 b1 b3 c2 e1,17,12,5,1,0
278207,1073809941,8,a1 a3 a5 b4 b6 c5 f1,12,17,-5,1,0
278209,1082401090,8,a2 b1 b3 c2 d1 d6 f1,17,12,5,1,0
278211,1074014530,8,a2 b1 b3 b6 c2 d1 f1,17,12,5,1,0
278213,395797,8,a1 a3 a5 b4 b6 c6 d1,13,16,-3,1,0
278214,657941,8,a1 a3 a5 b4 b6 c6 d2,12,17,-5,1,0
278215,1182229,8,a1 a3 a5 b4 b6 c6 d3,13,16,-3,1,0
278216,1053034,8,a2 a4 a6 b1 b3 c1 d3,17,12,5,1,0
278217,528746,8,a2 a4 a6 b1 b3 c1 d2,16,13,3,1,0
278218,266602,8,a2 a4 a6 b1 b3 c1 d1,17,12,5,1,0
278219,16910869,8,a1 a3 a5 b4 b6 c6 e1,12,17,-5,1,0
278220,33688085,8,a1 a3 a5 b4 b6 c6 e2,13,16,-3,1,0
278221,67242517,8,a1 a3 a5 b4 b6 c6 e3,12,17,-5,1,0
278222,67113322,8,a2 a4 a6 b1 b3 c1 e3,16,13,3,1,0
278223,33558890,8,a2 a4 a6 b1 b3 c1 e2,17,12,5,1,0
278224,16781674,8,a2 a4 a6 b1 b3 c1 e1,16,13,3,1,0
278225,1073875477,8,a1 a3 a5 b4 b6 c6 f1,13,16,-3,1,0
278226,1610883142,8,a2 a3 b1 c2 d1 e6 f1,17,12,5,1,0
278227,1082400838,8,a2 a3 b1 c2 d1 d6 f1,16,13,3,1,0
278228,1074143302,8,a2 a3 b1 c2 c6 d1 f1,17,12,5,1,0
278229,1074014278,8,a2 a3 b1 b6 c2 d1 f1,16,13,3,1,0
278230,1073746282,8,a2 a4 a6 b1 b3 c1 f1,17,12,5,1,0
278231,789013,8,a1 a3 a5 b4 b6 d1 d2,12,17,-5,1,0
278232,1313301,8,a1 a3 a5 b4 b6 d1 d3,13,16,-3,1,0
278233,2361877,8,a1 a3 a5 b4 b6 d1 d4,12,17,-5,1,0
278234,4459029,8,a1 a3 a5 b4 b6 d1 d5,13,16,-3,1,0
278235,8651114,8,a2 a4 a6 b1 b3 d1 d6,17,12,5,1,0
278236,17041941,8,a1 a3 a5 b4 b6 d1 e1,12,17,-5,1,0
278237,33819157,8,a1 a3 a5 b4 b6 d1 e2,13,16,-3,1,0
278238,67373589,8,a1 a3 a5 b4 b6 d1 e3,12,17,-5,1,0
278239,75497834,8,a2 a4 a6 b1 b3 d6 e3,16,13,3,1,0
278240,41943402,8,a2 a4 a6 b1 b3 d6 e2,17,12,5,1,0
278241,25166186,8,a2 a4 a6 b1 b3 d6 e1,16,13,3,1,0
278242,1074006549,8,a1 a3 a5 b4 b6 d1 f1,13,16,-3,1,0
278243,2147748373,8,a1 a3 a5 b4 b6 d1 f2,12,17,-5,1,0
278244,2164920329,8,a1 a4 c1 c6 d2 e1 f2,13,16,-3,1,0
278245,2173177865,8,a1 a4 c1 d2 d6 e1 f2,12,17,-5,1,0
278246,2155872618,8,a2 a4 a6 b1 b3 d6 f2,16,13,3,1,0
278247,1082130794,8,a2 a4 a6 b1 b3 d6 f1,17,12,5,1,0
278248,1575445,8,a1 a3 a5 b4 b6 d2 d3,12,17,-5,1,0
278250,4718954,8,a2 a4 a6 b1 b3 d2 d5,17,12,5,1,0
278253,34081301,8,a1 a3 a5 b4 b6 d2 e2,12,17,-5,1,0
278255,71303530,8,a2 a4 a6 b1 b3 d5 e3,17,12,5,1,0
278257,20971882,8,a2 a4 a6 b1 b3 d5 e1,17,12,5,1,0
278258,1074268693,8,a1 a3 a5 b4 b6 d2 f1,12,17,-5,1,0
278260,1216618562,8,a2 b1 c2 d1 d6 e4 f1,17,12,5,1,0
278262,1208232002,8,a2 b1 b6 c2 d1 e4 f1,17,12,5,1,0
278264,3146090,8,a2 a4 a6 b1 b3 d3 d4,17,12,5,1,0
278265,2621802,8,a2 a4 a6 b1 b3 d2 d4,16,13,3,1,0
278266,2359658,8,a2 a4 a6 b1 b3 d1 d4,17,12,5,1,0
278267,17828373,8,a1 a3 a5 b4 b6 d3 e1,12,17,-5,1,0
278268,34605589,8,a1 a3 a5 b4 b6 d3 e2,13,16,-3,1,0
278269,68160021,8,a1 a3 a5 b4 b6 d3 e3,12,17,-5,1,0
278270,69206378,8,a2 a4 a6 b1 b3 d4 e3,16,13,3,1,0
278271,35651946,8,a2 a4 a6 b1 b3 d4 e2,17,12,5,1,0
278272,18874730,8,a2 a4 a6 b1 b3 d4 e1,16,13,3,1,0
278273,1074792981,8,a1 a3 a5 b4 b6 d3 f1,13,16,-3,1,0
278274,1612980290,8,a2 b1 c2 d1 d4 e6 f1,17,12,5,1,0
278275,1084497986,8,a2 b1 c2 d1 d4 d6 f1,16,13,3,1,0
278276,1076240450,8,a2 b1 c2 c6 d1 d4 f1,17,12,5,1,0
278277,1076111426,8,a2 b1 b6 c2 d1 d4 f1,16,13,3,1,0
278278,1075839338,8,a2 a4 a6 b1 b3 d4 f1,17,12,5,1,0
278279,1573226,8,a2 a4 a6 b1 b3 d2 d3,17,12,5,1,0
278282,35654165,8,a1 a3 a5 b4 b6 d4 e2,12,17,-5,1,0
278284,68157802,8,a2 a4 a6 b1 b3 d3 e3,17,12,5,1,0
278286,17826154,8,a2 a4 a6 b1 b3 d3 e1,17,12,5,1,0
278287,1075841557,8,a1 a3 a5 b4 b6 d4 f1,12,17,-5,1,0
278289,1082433602,8,a2 b1 c2 c4 d1 d6 f1,17,12,5,1,0
278291,1074047042,8,a2 b1 b6 c2 c4 d1 f1,17,12,5,1,0
278293,786794,8,a2 a4 a6 b1 b3 d1 d2,17,12,5,1,0
278294,20974101,8,a1 a3 a5 b4 b6 d5 e1,12,17,-5,1,0
278295,37751317,8,a1 a3 a5 b4 b6 d5 e2,13,16,-3,1,0
278296,71305749,8,a1 a3 a5 b4 b6 d5 e3,12,17,-5,1,0
278297,67633514,8,a2 a4 a6 b1 b3 d2 e3,16,13,3,1,0
278298,34079082,8,a2 a4 a6 b1 b3 d2 e2,17,12,5,1,0
278299,17301866,8,a2 a4 a6 b1 b3 d2 e1,16,13,3,1,0
278300,1077938709,8,a1 a3 a5 b4 b6 d5 f1,13,16,-3,1,0
278301,1610883650,8,a2 b1 b4 c2 d1 e6 f1,17,12,5,1,0
278302,1082401346,8,a2 b1 b4 c2 d1 d6 f1,16,13,3,1,0
278303,1074143810,8,a2 b1 b4 c2 c6 d1 f1,17,12,5,1,0
278304,1074014786,8,a2 b1 b4 b6 c2 d1 f1,16,13,3,1,0
278305,1074012770,8,a2 a6 b1 b4 c2 d1 f1,17,12,5,1,0
278307,41945621,8,a1 a3 a5 b4 b6 d6 e2,12,17,-5,1,0
278309,67371370,8,a2 a4 a6 b1 b3 d1 e3,17,12,5,1,0
278311,17039722,8,a2 a4 a6 b1 b3 d1 e1,17,12,5,1,0
278312,1082133013,8,a1 a3 a5 b4 b6 d6 f1,12,17,-5,1,0
278314,1082400842,8,a2 a4 b1 c2 d1 d6 f1,17,12,5,1,0
278316,1074014282,8,a2 a4 b1 b6 c2 d1 f1,17,12,5,1,0
278318,50334229,8,a1 a3 a5 b4 b6 e1 e2,12,17,-5,1,0
278320,150997525,8,a1 a3 a5 b4 b6 e1 e4,12,17,-5,1,0
278322,553648490,8,a2 a4 a6 b1 b3 e1 e6,17,12,5,1,0
278324,2164920337,8,a1 a5 c1 c6 d2 e1 f2,12,17,-5,1,0
278326,2684354922,8,a2 a4 a6 b1 b3 e6 f2,17,12,5,1,0
278328,100665877,8,a1 a3 a5 b4 b6 e2 e3,12,17,-5,1,0
278329,167774741,8,a1 a3 a5 b4 b6 e2 e4,13,16,-3,1,0
278330,301990250,8,a2 a4 a6 b1 b3 e2 e5,17,12,5,1,0
278331,285213034,8,a2 a4 a6 b1 b3 e1 e5,16,13,3,1,0
278332,1107298837,8,a1 a3 a5 b4 b6 e2 f1,13,16,-3,1,0
278333,1879318594,8,a2 b1 c2 d1 e5 e6 f1,17,12,5,1,0
278334,1350836290,8,a2 b1 c2 d1 d6 e5 f1,16,13,3,1,0
278335,1342578754,8,a2 b1 c2 c6 d1 e5 f1,17,12,5,1,0
278336,1342449730,8,a2 b1 b6 c2 d1 e5 f1,16,13,3,1,0
278337,1342177642,8,a2 a4 a6 b1 b3 e5 f1,17,12,5,1,0
278338,201326954,8,a2 a4 a6 b1 b3 e3 e4,17,12,5,1,0
278340,150995306,8,a2 a4 a6 b1 b3 e1 e4,17,12,5,1,0
278341,1140853269,8,a1 a3 a5 b4 b6 e3 f1,12,17,-5,1,0
278343,1086595138,8,a2 b1 c2 d1 d5 d6 f1,17,12,5,1,0
278345,1078208578,8,a2 b1 b6 c2 d1 d5 f1,17,12,5,1,0
278347,100663658,8,a2 a4 a6 b1 b3 e2 e3,17,12,5,1,0
278348,83886442,8,a2 a4 a6 b1 b3 e1 e3,16,13,3,1,0
278349,1207962133,8,a1 a3 a5 b4 b6 e4 f1,13,16,-3,1,0
278350,1610948674,8,a2 b1 c2 c5 d1 e6 f1,17,12,5,1,0
278351,1082466370,8,a2 b1 c2 c5 d1 d6 f1,16,13,3,1,0
278352,1074208834,8,a2 b1 c2 c5 c6 d1 f1,17,12,5,1,0
278353,1074079810,8,a2 b1 b6 c2 c5 d1 f1,16,13,3,1,0
278354,1074077794,8,a2 a6 b1 c2 c5 d1 f1,17,12,5,1,0
278355,50332010,8,a2 a4 a6 b1 b3 e1 e2,17,12,5,1,0
278356,1342179861,8,a1 a3 a5 b4 b6 e5 f1,12,17,-5,1,0
278358,1082401858,8,a2 b1 b5 c2 d1 d6 f1,17,12,5,1,0
278360,1074015298,8,a2 b1 b5 b6 c2 d1 f1,17,12,5,1,0
278362,1610615317,8,a1 a3 a5 b4 b6 e6 f1,13,16,-3,1,0
278363,1610883154,8,a2 a5 b1 c2 d1 e6 f1,17,12,5,1,0
278364,1082400850,8,a2 a5 b1 c2 d1 d6 f1,16,13,3,1,0
278365,1074143314,8,a2 a5 b1 c2 c6 d1 f1,17,12,5,1,0
278366,1074014290,8,a2 a5 b1 b6 c2 d1 f1,16,13,3,1,0
278367,2164920353,8,a1 a6 c1 c6 d2 e1 f2,13,16,-3,1,0
278368,2173177889,8,a1 a6 c1 d2 d6 e1 f2,12,17,-5,1,0
278369,2701660193,8,a1 a6 c1 d2 e1 e6 f2,13,16,-3,1,0
278370,18794807329,8,a1 a6 c6 d5 e6 f1 f5,17,12,5,1,0
278371,1619271746,8,a2 b1 c2 d1 d6 e6 f1,17,12,5,1,0
278373,1610885186,8,a2 b1 b6 c2 d1 e6 f1,17,12,5,1,0
278375,1082531906,8,a2 b1 c2 c6 d1 d6 f1,17,12,5,1,0
278376,1082402882,8,a2 b1 b6 c2 d1 d6 f1,16,13,3,1,0
278377,1082400866,8,a2 a6 b1 c2 d1 d6 f1,17,12,5,1,0
278378,1074145346,8,a2 b1 b6 c2 c6 d1 f1,17,12,5,1,0
278592,2164392234,8,a2 a4 a6 b3 c6 e1 f2,16,13,3,1,0
278776,17307921,8,a1 a5 b3 b6 c1 d2 e1,12,17,-5,1,0
278819,1141123152,8,a5 b1 b6 c2 d1 e3 f1,15,14,1,1,0
279025,1075062864,8,a5 b1 b6 c2 d1 d3 f1,16,13,3,1,0
279168,18356241,8,a1 a5 b6 c1 d2 d3 e1,12,17,-5,1,0
279211,1074030672,8,a5 b1 b6 c2 c3 d1 f1,15,14,1,1,0
279378,1074014544,8,a5 b1 b3 b6 c2 d1 f1,16,13,3,1,0
279460,17305898,8,a2 a4 a6 b3 c1 d2 e1,15,14,1,1,0
279483,2164392469,8,a1 a3 a5 b4 c6 e1 f2,12,17,-5,1,0
279526,1074014292,8,a3 a5 b1 b6 c2 d1 f1,15,14,1,1,0
279615,17307673,8,a1 a4 a5 b6 c1 d2 e1,12,17,-5,1,0
279624,17306665,8,a1 a4 a6 b5 c1 d2 e1,14,15,-1,1,0
279658,2172649770,8,a2 a4 a6 b3 d6 e1 f2,15,14,1,1,0
279774,1208232016,8,a5 b1 b6 c2 d1 e4 f1,16,13,3,1,0
279832,17340433,8,a1 a5 b6 c1 c4 d2 e1,12,17,-5,1,0
279875,1076111440,8,a5 b1 b6 c2 d1 d4 f1,15,14,1,1,0
279962,1074047056,8,a5 b1 b6 c2 c4 d1 f1,16,13,3,1,0
279993,151525393,8,a1 a5 b6 c1 d2 e1 e4,12,17,-5,1,0
280036,1074014800,8,a5 b1 b4 b6 c2 d1 f1,15,14,1,1,0
280098,1074014296,8,a4 a5 b1 b6 c2 d1 f1,16,13,3,1,0
280116,17308689,8,a1 a5 b5 b6 c1 d2 e1,12,17,-5,1,0
280131,21501969,8,a1 a5 b6 c1 d2 d5 e1,12,17,-5,1,0
280142,2688680034,8,a2 a6 b1 c6 d5 e6 f2,17,12,5,1,0
280145,2701132074,8,a2 a4 a6 b3 e1 e6 f2,16,13,3,1,0
280146,17438737,8,a1 a5 b6 c1 c6 d2 e1,12,17,-5,1,0
280148,554178577,8,a1 a5 b6 c1 d2 e1 e6,12,17,-5,1,0
280183,1342449744,8,a5 b1 b6 c2 d1 e5 f1,15,14,1,1,0
280184,17437729,8,a1 a6 b5 c1 c6 d2 e1,14,15,-1,1,0
280216,1078208592,8,a5 b1 b6 c2 d1 d5 f1,16,13,3,1,0
280241,1074079824,8,a5 b1 b6 c2 c5 d1 f1,15,14,1,1,0
280251,558501889,8,a1 c1 c6 d2 d5 e1 e6,14,15,-1,1,0
280259,1074015312,8,a5 b1 b5 b6 c2 d1 f1,16,13,3,1,0
280275,2705457185,8,a1 a6 c6 d5 e1 e6 f2,15,14,1,1,0
280278,1610885200,8,a5 b1 b6 c2 d1 e6 f1,16,13,3,1,0
280280,1082402896,8,a5 b1 b6 c2 d1 d6 f1,15,14,1,1,0
280281,1074145360,8,a5 b1 b6 c2 c6 d1 f1,16,13,3,1,0
280383,270570,8,a2 a4 a6 b1 b2 c2 d1,17,12,5,1,0
280506,2164263957,8,a1 a3 a5 b5 b6 e1 f2,12,17,-5,1,0
280549,1074006226,8,a2 a5 b1 b2 b6 d1 f1,15,14,1,1,0
282684,2164392042,8,a2 a4 a6 b1 c6 e1 f2,16,13,3,1,0
282745,335978,8,a2 a4 a6 b1 c2 c5 d1,17,12,5,1,0
282868,2164267281,8,a1 a5 b3 b6 c1 e1 f2,12,17,-5,1,0
282911,1141114962,8,a2 a5 b1 b6 d1 e3 f1,15,14,1,1,0
283117,1075054674,8,a2 a5 b1 b6 d1 d3 f1,16,13,3,1,0
283137,286826,8,a2 a4 a6 b1 c2 c3 d1,17,12,5,1,0
283260,2164295701,8,a1 a3 a5 b6 c4 e1 f2,12,17,-5,1,0
283303,1074022482,8,a2 a5 b1 b6 c3 d1 f1,15,14,1,1,0
283339,8659050,8,a2 a4 a6 b1 c2 d1 d6,17,12,5,1,0
283370,2367594,8,a2 a4 a6 b1 c2 d1 d4,17,12,5,1,0
283397,794730,8,a2 a4 a6 b1 c2 d1 d2,17,12,5,1,0
283411,42010645,8,a1 a3 a5 b6 c5 d6 e2,12,17,-5,1,0
283413,67379306,8,a2 a4 a6 b1 c2 d1 e3,17,12,5,1,0
283415,17047658,8,a2 a4 a6 b1 c2 d1 e1,17,12,5,1,0
283416,1082198037,8,a1 a3 a5 b6 c5 d6 f1,12,17,-5,1,0
283418,1082392906,8,a2 a4 b1 b3 d1 d6 f1,17,12,5,1,0
283420,1074006346,8,a2 a4 b1 b3 b6 d1 f1,17,12,5,1,0
283469,1074006354,8,a2 a5 b1 b3 b6 d1 f1,16,13,3,1,0
283551,17305706,8,a2 a4 a6 b1 c1 d2 e1,15,14,1,1,0
283574,2164394005,8,a1 a3 a5 b6 c6 e1 f2,12,17,-5,1,0
283617,1074006102,8,a2 a3 a5 b1 b6 d1 f1,15,14,1,1,0
283706,2164267033,8,a1 a4 a5 b6 c1 e1 f2,12,17,-5,1,0
283715,1107560469,8,a1 a3 a5 b6 d1 e2 f1,14,15,-1,1,0
283749,2172649578,8,a2 a4 a6 b1 d6 e1 f2,15,14,1,1,0
283865,1208223826,8,a2 a5 b1 b6 d1 e4 f1,16,13,3,1,0
283923,2164299793,8,a1 a5 b6 c1 c4 e1 f2,12,17,-5,1,0
283966,1076103250,8,a2 a5 b1 b6 d1 d4 f1,15,14,1,1,0
284052,1074038866,8,a2 a5 b1 b6 c4 d1 f1,16,13,3,1,0
284082,2168457237,8,a1 a3 a5 b6 d5 e1 f2,12,17,-5,1,0
284125,1074006610,8,a2 a5 b1 b4 b6 d1 f1,15,14,1,1,0
284184,1074006106,8,a2 a4 a5 b1 b6 d1 f1,16,13,3,1,0
284199,2164268049,8,a1 a5 b5 b6 c1 e1 f2,12,17,-5,1,0
284214,2168461329,8,a1 a5 b6 c1 d5 e1 f2,12,17,-5,1,0
284225,2701133845,8,a1 a3 a5 b6 e1 e6 f2,12,17,-5,1,0
284228,2701131882,8,a2 a4 a6 b1 e1 e6 f2,16,13,3,1,0
284229,2164398097,8,a1 a5 b6 c1 c6 e1 f2,12,17,-5,1,0
284231,2701137937,8,a1 a5 b6 c1 e1 e6 f2,12,17,-5,1,0
284266,1342441554,8,a2 a5 b1 b6 d1 e5 f1,15,14,1,1,0
284267,2164397089,8,a1 a6 b5 c1 c6 e1 f2,14,15,-1,1,0
284299,1078200402,8,a2 a5 b1 b6 d1 d5 f1,16,13,3,1,0
284324,1074071634,8,a2 a5 b1 b6 c5 d1 f1,15,14,1,1,0
284334,1082460226,8,a2 b1 b6 c5 d1 d6 f1,15,14,1,1,0
284342,1074007122,8,a2 a5 b1 b5 b6 d1 f1,16,13,3,1,0
284358,18790483989,8,a1 a3 a5 b6 e6 f1 f5,14,15,-1,1,0
284361,1610877010,8,a2 a5 b1 b6 d1 e6 f1,16,13,3,1,0
284363,1082394706,8,a2 a5 b1 b6 d1 d6 f1,15,14,1,1,0
284364,1074137170,8,a2 a5 b1 b6 c6 d1 f1,16,13,3,1,0
290881,1074006612,8,a3 a5 b1 b4 b6 d1 f1,14,15,-1,1,0
291640,16913449,8,a1 a4 a6 b5 c1 c6 e1,15,14,1,1,0
293154,1074072144,8,a5 b1 b4 b6 c5 d1 f1,14,15,-1,1,0
