unique_id,canonical_bitmask,orientations,canonical_coords,black_remaining,white_remaining,diff_black_minus_white,parity_possible
272251,6805,8,a1 a3 a5 b2 b4 b6 c1,11,18,-7,0
272253,19093,8,a1 a3 a5 b2 b4 b6 c3,11,18,-7,0
272255,9578,8,a2 a4 a6 b1 b3 b5 c2,18,11,7,0
272258,526997,8,a1 a3 a5 b2 b4 b6 d2,11,18,-7,0
272260,1049962,8,a2 a4 a6 b1 b3 b5 d3,18,11,7,0
272262,263530,8,a2 a4 a6 b1 b3 b5 d1,18,11,7,0
272263,16779925,8,a1 a3 a5 b2 b4 b6 e1,11,18,-7,0
272265,67111573,8,a1 a3 a5 b2 b4 b6 e3,11,18,-7,0
272267,33555818,8,a2 a4 a6 b1 b3 b5 e2,18,11,7,0
272270,1644437570,8,a2 b1 c2 d1 e2 e6 f1,18,11,7,0
272272,1107697730,8,a2 b1 c2 c6 d1 e2 f1,18,11,7,0
272274,1073743210,8,a2 a4 a6 b1 b3 b5 f1,18,11,7,0
272276,21141,8,a1 a3 a5 b2 b4 c1 c3,11,18,-7,0
272278,70293,8,a1 a3 a5 b2 b4 c1 c5,11,18,-7,0
272280,529045,8,a1 a3 a5 b2 b4 c1 d2,11,18,-7,0
272282,1180970,8,a2 a4 a6 b3 b5 c6 d3,18,11,7,0
272284,394538,8,a2 a4 a6 b3 b5 c6 d1,18,11,7,0
272285,16781973,8,a1 a3 a5 b2 b4 c1 e1,11,18,-7,0
272287,17371269,8,a1 a3 b2 c1 c5 d2 e1,11,18,-7,0
272289,33686826,8,a2 a4 a6 b3 b5 c6 e2,18,11,7,0
272292,17307781,8,a1 a3 b2 b6 c1 d2 e1,11,18,-7,0
272294,25694341,8,a1 a3 b2 c1 d2 d6 e1,11,18,-7,0
272296,1073874218,8,a2 a4 a6 b3 b5 c6 f1,18,11,7,0
272320,42282,8,a2 a4 a6 b3 b5 c2 c4,18,11,7,0
272323,541333,8,a1 a3 a5 b2 b4 c3 d2,11,18,-7,0
272325,1082666,8,a2 a4 a6 b3 b5 c4 d3,18,11,7,0
272327,296234,8,a2 a4 a6 b3 b5 c4 d1,18,11,7,0
272328,16794261,8,a1 a3 a5 b2 b4 c3 e1,11,18,-7,0
272330,17387649,8,a1 b2 c1 c3 c5 d2 e1,11,18,-7,0
272332,33588522,8,a2 a4 a6 b3 b5 c4 e2,18,11,7,0
272335,17324161,8,a1 b2 b6 c1 c3 d2 e1,11,18,-7,0
272337,25710721,8,a1 b2 c1 c3 d2 d6 e1,11,18,-7,0
272339,1073775914,8,a2 a4 a6 b3 b5 c4 f1,18,11,7,0
272362,590485,8,a1 a3 a5 b2 b4 c5 d2,11,18,-7,0
272364,1058090,8,a2 a4 a6 b3 b5 c2 d3,18,11,7,0
272366,271658,8,a2 a4 a6 b3 b5 c2 d1,18,11,7,0
272367,16843413,8,a1 a3 a5 b2 b4 c5 e1,11,18,-7,0
272369,67175061,8,a1 a3 a5 b2 b4 c5 e3,11,18,-7,0
272371,33563946,8,a2 a4 a6 b3 b5 c2 e2,18,11,7,0
272374,84416641,8,a1 b2 b6 c1 d2 e1 e3,11,18,-7,0
272376,92803201,8,a1 b2 c1 d2 d6 e1 e3,11,18,-7,0
272378,1073751338,8,a2 a4 a6 b3 b5 c2 f1,18,11,7,0
272415,2622101,8,a1 a3 a5 b2 b4 d2 d4,11,18,-7,0
272417,4457770,8,a2 a4 a6 b3 b5 d1 d5,18,11,7,0
272418,17302165,8,a1 a3 a5 b2 b4 d2 e1,11,18,-7,0
272420,17371777,8,a1 b2 b4 c1 c5 d2 e1,11,18,-7,0
272422,37750058,8,a2 a4 a6 b3 b5 d5 e2,18,11,7,0
272425,17308289,8,a1 b2 b4 b6 c1 d2 e1,11,18,-7,0
272427,25694849,8,a1 b2 b4 c1 d2 d6 e1,11,18,-7,0
272429,1077937450,8,a2 a4 a6 b3 b5 d5 f1,18,11,7,0
272446,1312042,8,a2 a4 a6 b3 b5 d1 d3,18,11,7,0
272447,18875029,8,a1 a3 a5 b2 b4 d4 e1,11,18,-7,0
272449,19468417,8,a1 b2 c1 c5 d2 d4 e1,11,18,-7,0
272451,34604330,8,a2 a4 a6 b3 b5 d3 e2,18,11,7,0
272454,19404929,8,a1 b2 b6 c1 d2 d4 e1,11,18,-7,0
272456,27791489,8,a1 b2 c1 d2 d4 d6 e1,11,18,-7,0
272458,1074791722,8,a2 a4 a6 b3 b5 d3 f1,18,11,7,0
272472,25166485,8,a1 a3 a5 b2 b4 d6 e1,11,18,-7,0
272474,75498133,8,a1 a3 a5 b2 b4 d6 e3,11,18,-7,0
272476,33817898,8,a2 a4 a6 b3 b5 d1 e2,18,11,7,0
272479,1644437576,8,a4 b1 c2 d1 e2 e6 f1,18,11,7,0
272481,1107697736,8,a4 b1 c2 c6 d1 e2 f1,18,11,7,0
272483,1074005290,8,a2 a4 a6 b3 b5 d1 f1,18,11,7,0
272485,17371281,8,a1 a5 b2 c1 c5 d2 e1,11,18,-7,0
272487,285213333,8,a1 a3 a5 b2 b4 e1 e5,11,18,-7,0
272489,17307793,8,a1 a5 b2 b6 c1 d2 e1,11,18,-7,0
272491,25694353,8,a1 a5 b2 c1 d2 d6 e1,11,18,-7,0
272493,1610614058,8,a2 a4 a6 b3 b5 e6 f1,18,11,7,0
272505,167773482,8,a2 a4 a6 b3 b5 e2 e4,18,11,7,0
272508,17373313,8,a1 b2 b6 c1 c5 d2 e1,11,18,-7,0
272510,25759873,8,a1 b2 c1 c5 d2 d6 e1,11,18,-7,0
272512,1111760992,8,a6 b1 c2 d1 d5 e2 f1,18,11,7,0
272523,285743233,8,a1 b2 b6 c1 d2 e1 e5,11,18,-7,0
272525,294129793,8,a1 b2 c1 d2 d6 e1 e5,11,18,-7,0
272527,1107297578,8,a2 a4 a6 b3 b5 e2 f1,18,11,7,0
272538,25696385,8,a1 b2 b6 c1 d2 d6 e1,11,18,-7,0
272540,1614939232,8,a6 b1 b5 c6 d5 e6 f1,18,11,7,0
272545,1107697760,8,a6 b1 c2 c6 d1 e2 f1,18,11,7,0
272842,22677,8,a1 a3 a5 b2 b6 c1 c3,11,18,-7,0
272844,71829,8,a1 a3 a5 b2 b6 c1 c5,11,18,-7,0
272846,530581,8,a1 a3 a5 b2 b6 c1 d2,11,18,-7,0
272848,1180778,8,a2 a4 a6 b1 b5 c6 d3,18,11,7,0
272850,394346,8,a2 a4 a6 b1 b5 c6 d1,18,11,7,0
272851,16783509,8,a1 a3 a5 b2 b6 c1 e1,11,18,-7,0
272853,67115157,8,a1 a3 a5 b2 b6 c1 e3,11,18,-7,0
272855,33686634,8,a2 a4 a6 b1 b5 c6 e2,18,11,7,0
272858,2147489941,8,a1 a3 a5 b2 b6 c1 f2,11,18,-7,0
272860,2172653701,8,a1 a3 b2 c1 d6 e1 f2,11,18,-7,0
272862,1073874026,8,a2 a4 a6 b1 b5 c6 f1,18,11,7,0
272886,42090,8,a2 a4 a6 b1 b5 c2 c4,18,11,7,0
272889,542869,8,a1 a3 a5 b2 b6 c3 d2,11,18,-7,0
272891,1082474,8,a2 a4 a6 b1 b5 c4 d3,18,11,7,0
272893,296042,8,a2 a4 a6 b1 b5 c4 d1,18,11,7,0
272894,16795797,8,a1 a3 a5 b2 b6 c3 e1,11,18,-7,0
272896,67127445,8,a1 a3 a5 b2 b6 c3 e3,11,18,-7,0
272898,33588330,8,a2 a4 a6 b1 b5 c4 e2,18,11,7,0
272901,1645477954,8,a2 b1 d1 d3 e2 e6 f1,18,11,7,0
272903,1108738114,8,a2 b1 c6 d1 d3 e2 f1,18,11,7,0
272905,1073775722,8,a2 a4 a6 b1 b5 c4 f1,18,11,7,0
272928,592021,8,a1 a3 a5 b2 b6 c5 d2,11,18,-7,0
272930,1057898,8,a2 a4 a6 b1 b5 c2 d3,18,11,7,0
272932,271466,8,a2 a4 a6 b1 b5 c2 d1,18,11,7,0
272933,16844949,8,a1 a3 a5 b2 b6 c5 e1,11,18,-7,0
272935,67176597,8,a1 a3 a5 b2 b6 c5 e3,11,18,-7,0
272937,33563754,8,a2 a4 a6 b1 b5 c2 e2,18,11,7,0
272940,1644429634,8,a2 b1 b3 d1 e2 e6 f1,18,11,7,0
272942,1107689794,8,a2 b1 b3 c6 d1 e2 f1,18,11,7,0
272944,1073751146,8,a2 a4 a6 b1 b5 c2 f1,18,11,7,0
272981,2623637,8,a1 a3 a5 b2 b6 d2 d4,11,18,-7,0
272983,4457578,8,a2 a4 a6 b1 b5 d1 d5,18,11,7,0
272984,17303701,8,a1 a3 a5 b2 b6 d2 e1,11,18,-7,0
272986,67635349,8,a1 a3 a5 b2 b6 d2 e3,11,18,-7,0
272988,37749866,8,a2 a4 a6 b1 b5 d5 e2,18,11,7,0
272991,1778647106,8,a2 b1 d1 e2 e4 e6 f1,18,11,7,0
272993,1241907266,8,a2 b1 c6 d1 e2 e4 f1,18,11,7,0
272995,1077937258,8,a2 a4 a6 b1 b5 d5 f1,18,11,7,0
273012,1311850,8,a2 a4 a6 b1 b5 d1 d3,18,11,7,0
273013,18876565,8,a1 a3 a5 b2 b6 d4 e1,11,18,-7,0
273015,69208213,8,a1 a3 a5 b2 b6 d4 e3,11,18,-7,0
273017,34604138,8,a2 a4 a6 b1 b5 d3 e2,18,11,7,0
273020,1644462146,8,a2 b1 c4 d1 e2 e6 f1,18,11,7,0
273022,1107722306,8,a2 b1 c4 c6 d1 e2 f1,18,11,7,0
273024,1074791530,8,a2 a4 a6 b1 b5 d3 f1,18,11,7,0
273038,25168021,8,a1 a3 a5 b2 b6 d6 e1,11,18,-7,0
273040,75499669,8,a1 a3 a5 b2 b6 d6 e3,11,18,-7,0
273042,33817706,8,a2 a4 a6 b1 b5 d1 e2,18,11,7,0
273045,1644429386,8,a2 a4 b1 d1 e2 e6 f1,18,11,7,0
273047,1107689546,8,a2 a4 b1 c6 d1 e2 f1,18,11,7,0
273049,1074005098,8,a2 a4 a6 b1 b5 d1 f1,18,11,7,0
273051,83888277,8,a1 a3 a5 b2 b6 e1 e3,11,18,-7,0
273053,285214869,8,a1 a3 a5 b2 b6 e1 e5,11,18,-7,0
273055,2164263061,8,a1 a3 a5 b2 b6 e1 f2,11,18,-7,0
273057,2172653713,8,a1 a5 b2 c1 d6 e1 f2,11,18,-7,0
273059,1610613866,8,a2 a4 a6 b1 b5 e6 f1,18,11,7,0
273071,167773290,8,a2 a4 a6 b1 b5 e2 e4,18,11,7,0
273074,1648623682,8,a2 b1 d1 d5 e2 e6 f1,18,11,7,0
273076,1111883842,8,a2 b1 c6 d1 d5 e2 f1,18,11,7,0
273078,1111752802,8,a2 a6 b1 d1 d5 e2 f1,18,11,7,0
273089,1644430402,8,a2 b1 b5 d1 e2 e6 f1,18,11,7,0
273091,1107690562,8,a2 b1 b5 c6 d1 e2 f1,18,11,7,0
273093,1107297386,8,a2 a4 a6 b1 b5 e2 f1,18,11,7,0
273104,1644560450,8,a2 b1 c6 d1 e2 e6 f1,18,11,7,0
273106,1644429410,8,a2 a6 b1 d1 e2 e6 f1,18,11,7,0
273111,1107689570,8,a2 a6 b1 c6 d1 e2 f1,18,11,7,0
273133,86165,8,a1 a3 a5 b2 c1 c3 c5,11,18,-7,0
273135,544917,8,a1 a3 a5 b2 c1 c3 d2,11,18,-7,0
273137,1213482,8,a2 a4 a6 b5 c4 c6 d3,18,11,7,0
273139,427050,8,a2 a4 a6 b5 c4 c6 d1,18,11,7,0
273140,16797845,4,a1 a3 a5 b2 c1 c3 e1,11,18,-7,0
273142,16863365,8,a1 a3 b2 c1 c3 c5 e1,11,18,-7,0
273144,33719338,8,a2 a4 a6 b5 c4 c6 e2,18,11,7,0
273147,16799877,8,a1 a3 b2 b6 c1 c3 e1,11,18,-7,0
273149,25186437,8,a1 a3 b2 c1 c3 d6 e1,11,18,-7,0
273151,1073906730,8,a2 a4 a6 b5 c4 c6 f1,18,11,7,0
273172,594069,8,a1 a3 a5 b2 c1 c5 d2,11,18,-7,0
273174,1188906,8,a2 a4 a6 b5 c2 c6 d3,18,11,7,0
273176,402474,8,a2 a4 a6 b5 c2 c6 d1,18,11,7,0
273177,16846997,8,a1 a3 a5 b2 c1 c5 e1,11,18,-7,0
273179,67178645,8,a1 a3 a5 b2 c1 c5 e3,11,18,-7,0
273181,33694762,8,a2 a4 a6 b5 c2 c6 e2,18,11,7,0
273184,83892357,8,a1 a3 b2 b6 c1 e1 e3,11,18,-7,0
273186,92278917,8,a1 a3 b2 c1 d6 e1 e3,11,18,-7,0
273188,1073882154,8,a2 a4 a6 b5 c2 c6 f1,18,11,7,0
273207,2625685,8,a1 a3 a5 b2 c1 d2 d4,11,18,-7,0
273209,4588586,8,a2 a4 a6 b5 c6 d1 d5,18,11,7,0
273211,16847493,8,a1 a3 b2 b4 c1 c5 e1,11,18,-7,0
273213,37880874,8,a2 a4 a6 b5 c6 d5 e2,18,11,7,0
273216,16784005,8,a1 a3 b2 b4 b6 c1 e1,11,18,-7,0
273218,25170565,8,a1 a3 b2 b4 c1 d6 e1,11,18,-7,0
273220,1078068266,8,a2 a4 a6 b5 c6 d5 f1,18,11,7,0
273236,1442858,8,a2 a4 a6 b5 c6 d1 d3,18,11,7,0
273237,18878613,4,a1 a3 a5 b2 c1 d4 e1,11,18,-7,0
273239,18944133,8,a1 a3 b2 c1 c5 d4 e1,11,18,-7,0
273241,34735146,8,a2 a4 a6 b5 c6 d3 e2,18,11,7,0
273244,18880645,8,a1 a3 b2 b6 c1 d4 e1,11,18,-7,0
273246,27267205,8,a1 a3 b2 c1 d4 d6 e1,11,18,-7,0
273248,1074922538,8,a2 a4 a6 b5 c6 d3 f1,18,11,7,0
273262,25170069,8,a1 a3 a5 b2 c1 d6 e1,11,18,-7,0
273264,75501717,8,a1 a3 a5 b2 c1 d6 e3,11,18,-7,0
273266,33948714,8,a2 a4 a6 b5 c6 d1 e2,18,11,7,0
273269,2155876501,8,a1 a3 a5 b2 c1 d6 f2,11,18,-7,0
273271,4295361578,8,a2 a4 a6 b5 c6 d1 f3,18,11,7,0
273273,1074136106,8,a2 a4 a6 b5 c6 d1 f1,18,11,7,0
273274,285216917,4,a1 a3 a5 b2 c1 e1 e5,11,18,-7,0
273276,1610744874,4,a2 a4 a6 b5 c6 e6 f1,18,11,7,0
273288,167904298,8,a2 a4 a6 b5 c6 e2 e4,18,11,7,0
273291,16849029,8,a1 a3 b2 b6 c1 c5 e1,11,18,-7,0
273293,25235589,8,a1 a3 b2 c1 c5 d6 e1,11,18,-7,0
273295,1208091690,8,a2 a4 a6 b5 c6 e4 f1,18,11,7,0
273306,285218949,8,a1 a3 b2 b6 c1 e1 e5,11,18,-7,0
273308,293605509,8,a1 a3 b2 c1 d6 e1 e5,11,18,-7,0
273310,1107428394,8,a2 a4 a6 b5 c6 e2 f1,18,11,7,0
273321,25172101,8,a1 a3 b2 b6 c1 d6 e1,11,18,-7,0
273323,1610744936,8,a4 a6 b1 b5 c6 e6 f1,18,11,7,0
273328,1611007016,8,a4 a6 b5 c6 d1 e6 f1,18,11,7,0
273578,606357,8,a1 a3 a5 b2 c3 c5 d2,11,18,-7,0
273580,1090602,8,a2 a4 a6 b5 c2 c4 d3,18,11,7,0
273582,304170,8,a2 a4 a6 b5 c2 c4 d1,18,11,7,0
273583,16859285,8,a1 a3 a5 b2 c3 c5 e1,11,18,-7,0
273585,67190933,8,a1 a3 a5 b2 c3 c5 e3,11,18,-7,0
273587,33596458,8,a2 a4 a6 b5 c2 c4 e2,18,11,7,0
273590,83908737,8,a1 b2 b6 c1 c3 e1 e3,11,18,-7,0
273592,92295297,8,a1 b2 c1 c3 d6 e1 e3,11,18,-7,0
273594,1073783850,8,a2 a4 a6 b5 c2 c4 f1,18,11,7,0
273631,2637973,8,a1 a3 a5 b2 c3 d2 d4,11,18,-7,0
273633,4490282,8,a2 a4 a6 b5 c4 d1 d5,18,11,7,0
273634,16798353,8,a1 a5 b2 b4 c1 c3 e1,11,18,-7,0
273636,16863873,8,a1 b2 b4 c1 c3 c5 e1,11,18,-7,0
273638,37782570,8,a2 a4 a6 b5 c4 d5 e2,18,11,7,0
273641,16800385,8,a1 b2 b4 b6 c1 c3 e1,11,18,-7,0
273643,25186945,8,a1 b2 b4 c1 c3 d6 e1,11,18,-7,0
273645,1077969962,8,a2 a4 a6 b5 c4 d5 f1,18,11,7,0
273662,1344554,8,a2 a4 a6 b5 c4 d1 d3,18,11,7,0
273663,18890901,8,a1 a3 a5 b2 c3 d4 e1,11,18,-7,0
273665,18960513,8,a1 b2 c1 c3 c5 d4 e1,11,18,-7,0
273667,34636842,8,a2 a4 a6 b5 c4 d3 e2,18,11,7,0
273670,18897025,8,a1 b2 b6 c1 c3 d4 e1,11,18,-7,0
273672,27283585,8,a1 b2 c1 c3 d4 d6 e1,11,18,-7,0
273674,1074824234,8,a2 a4 a6 b5 c4 d3 f1,18,11,7,0
273688,25182357,8,a1 a3 a5 b2 c3 d6 e1,11,18,-7,0
273690,75514005,8,a1 a3 a5 b2 c3 d6 e3,11,18,-7,0
273692,33850410,8,a2 a4 a6 b5 c4 d1 e2,18,11,7,0
273695,1645477960,8,a4 b1 d1 d3 e2 e6 f1,18,11,7,0
273697,1108738120,8,a4 b1 c6 d1 d3 e2 f1,18,11,7,0
273699,1074037802,8,a2 a4 a6 b5 c4 d1 f1,18,11,7,0
273701,16863377,8,a1 a5 b2 c1 c3 c5 e1,11,18,-7,0
273703,285229205,8,a1 a3 a5 b2 c3 e1 e5,11,18,-7,0
273705,16799889,8,a1 a5 b2 b6 c1 c3 e1,11,18,-7,0
273707,25186449,8,a1 a5 b2 c1 c3 d6 e1,11,18,-7,0
273709,1610646570,8,a2 a4 a6 b5 c4 e6 f1,18,11,7,0
273721,167805994,8,a2 a4 a6 b5 c4 e2 e4,18,11,7,0
273724,16865409,8,a1 b2 b6 c1 c3 c5 e1,11,18,-7,0
273726,25251969,8,a1 b2 c1 c3 c5 d6 e1,11,18,-7,0
273728,1112801376,8,a6 b1 d1 d3 d5 e2 f1,18,11,7,0
273739,285235329,8,a1 b2 b6 c1 c3 e1 e5,11,18,-7,0
273741,293621889,8,a1 b2 c1 c3 d6 e1 e5,11,18,-7,0
273743,1107330090,8,a2 a4 a6 b5 c4 e2 f1,18,11,7,0
273754,25188481,8,a1 b2 b6 c1 c3 d6 e1,11,18,-7,0
273756,1610777696,8,a6 b1 b5 c4 c6 e6 f1,18,11,7,0
273761,1108738144,8,a6 b1 c6 d1 d3 e2 f1,18,11,7,0
273984,2687125,8,a1 a3 a5 b2 c5 d2 d4,11,18,-7,0
273986,4465706,8,a2 a4 a6 b5 c2 d1 d5,18,11,7,0
273987,17367189,8,a1 a3 a5 b2 c5 d2 e1,11,18,-7,0
273989,67698837,8,a1 a3 a5 b2 c5 d2 e3,11,18,-7,0
273991,37757994,8,a2 a4 a6 b5 c2 d5 e2,18,11,7,0
273994,83892865,8,a1 b2 b4 b6 c1 e1 e3,11,18,-7,0
273996,92279425,8,a1 b2 b4 c1 d6 e1 e3,11,18,-7,0
273998,1077945386,8,a2 a4 a6 b5 c2 d5 f1,18,11,7,0
274015,1319978,8,a2 a4 a6 b5 c2 d1 d3,18,11,7,0
274016,18940053,8,a1 a3 a5 b2 c5 d4 e1,11,18,-7,0
274018,69271701,8,a1 a3 a5 b2 c5 d4 e3,11,18,-7,0
274020,34612266,8,a2 a4 a6 b5 c2 d3 e2,18,11,7,0
274023,85989505,8,a1 b2 b6 c1 d4 e1 e3,11,18,-7,0
274025,94376065,8,a1 b2 c1 d4 d6 e1 e3,11,18,-7,0
274027,1074799658,8,a2 a4 a6 b5 c2 d3 f1,18,11,7,0
274041,25231509,8,a1 a3 a5 b2 c5 d6 e1,11,18,-7,0
274043,75563157,8,a1 a3 a5 b2 c5 d6 e3,11,18,-7,0
274045,33825834,8,a2 a4 a6 b5 c2 d1 e2,18,11,7,0
274048,1644429640,8,a4 b1 b3 d1 e2 e6 f1,18,11,7,0
274050,1107689800,8,a4 b1 b3 c6 d1 e2 f1,18,11,7,0
274052,1074013226,8,a2 a4 a6 b5 c2 d1 f1,18,11,7,0
274054,83951765,8,a1 a3 a5 b2 c5 e1 e3,11,18,-7,0
274056,285278357,8,a1 a3 a5 b2 c5 e1 e5,11,18,-7,0
274058,83892369,8,a1 a5 b2 b6 c1 e1 e3,11,18,-7,0
274060,92278929,8,a1 a5 b2 c1 d6 e1 e3,11,18,-7,0
274062,1610621994,8,a2 a4 a6 b5 c2 e6 f1,18,11,7,0
274074,167781418,8,a2 a4 a6 b5 c2 e2 e4,18,11,7,0
274077,83957889,8,a1 b2 b6 c1 c5 e1 e3,11,18,-7,0
274079,92344449,8,a1 b2 c1 c5 d6 e1 e3,11,18,-7,0
274081,1111753056,8,a6 b1 b3 d1 d5 e2 f1,18,11,7,0
274092,352327809,8,a1 b2 b6 c1 e1 e3 e5,11,18,-7,0
274094,360714369,8,a1 b2 c1 d6 e1 e3 e5,11,18,-7,0
274096,1107305514,8,a2 a4 a6 b5 c2 e2 f1,18,11,7,0
274107,92280961,8,a1 b2 b6 c1 d6 e1 e3,11,18,-7,0
274109,1644429664,8,a6 b1 b3 d1 e2 e6 f1,18,11,7,0
274114,1107689824,8,a6 b1 b3 c6 d1 e2 f1,18,11,7,0
274411,5506090,8,a2 a4 a6 b5 d1 d3 d5,18,11,7,0
274412,18879121,8,a1 a5 b2 b4 c1 d4 e1,11,18,-7,0
274414,18944641,8,a1 b2 b4 c1 c5 d4 e1,11,18,-7,0
274416,38798378,8,a2 a4 a6 b5 d3 d5 e2,18,11,7,0
274419,18881153,8,a1 b2 b4 b6 c1 d4 e1,11,18,-7,0
274421,27267713,8,a1 b2 b4 c1 d4 d6 e1,11,18,-7,0
274423,1078985770,8,a2 a4 a6 b5 d3 d5 f1,18,11,7,0
274437,25690261,8,a1 a3 a5 b2 d2 d6 e1,11,18,-7,0
274439,76021909,8,a1 a3 a5 b2 d2 d6 e3,11,18,-7,0
274441,38011946,8,a2 a4 a6 b5 d1 d5 e2,18,11,7,0
274444,1778647112,8,a4 b1 d1 e2 e4 e6 f1,18,11,7,0
274446,1241907272,8,a4 b1 c6 d1 e2 e4 f1,18,11,7,0
274448,1078199338,8,a2 a4 a6 b5 d1 d5 f1,18,11,7,0
274450,16847505,8,a1 a5 b2 b4 c1 c5 e1,11,18,-7,0
274452,285217425,8,a1 a5 b2 b4 c1 e1 e5,11,18,-7,0
274454,16784017,8,a1 a5 b2 b4 b6 c1 e1,11,18,-7,0
274456,25170577,8,a1 a5 b2 b4 c1 d6 e1,11,18,-7,0
274458,1610745122,8,a2 a6 b3 b5 c6 e6 f1,18,11,7,0
274470,171967530,8,a2 a4 a6 b5 d5 e2 e4,18,11,7,0
274473,16849537,8,a1 b2 b4 b6 c1 c5 e1,11,18,-7,0
274475,25236097,8,a1 b2 b4 c1 c5 d6 e1,11,18,-7,0
274477,1212154922,8,a2 a4 a6 b5 d5 e4 f1,18,11,7,0
274488,285219457,8,a1 b2 b4 b6 c1 e1 e5,11,18,-7,0
274490,293606017,8,a1 b2 b4 c1 d6 e1 e5,11,18,-7,0
274492,1111491626,8,a2 a4 a6 b5 d5 e2 f1,18,11,7,0
274503,25172609,8,a1 b2 b4 b6 c1 d6 e1,11,18,-7,0
274505,1610745184,8,a6 b1 b3 b5 c6 e6 f1,18,11,7,0
274510,1241907296,8,a6 b1 c6 d1 e2 e4 f1,18,11,7,0
274625,27263125,8,a1 a3 a5 b2 d4 d6 e1,11,18,-7,0
274627,77594773,8,a1 a3 a5 b2 d4 d6 e3,11,18,-7,0
274629,34866218,8,a2 a4 a6 b5 d1 d3 e2,18,11,7,0
274632,1644462152,8,a4 b1 c4 d1 e2 e6 f1,18,11,7,0
274634,1107722312,8,a4 b1 c4 c6 d1 e2 f1,18,11,7,0
274636,1075053610,8,a2 a4 a6 b5 d1 d3 f1,18,11,7,0
274638,18944145,8,a1 a5 b2 c1 c5 d4 e1,11,18,-7,0
274640,287309973,8,a1 a3 a5 b2 d4 e1 e5,11,18,-7,0
274642,18880657,8,a1 a5 b2 b6 c1 d4 e1,11,18,-7,0
274644,27267217,8,a1 a5 b2 c1 d4 d6 e1,11,18,-7,0
274646,1611662378,8,a2 a4 a6 b5 d3 e6 f1,18,11,7,0
274658,168821802,8,a2 a4 a6 b5 d3 e2 e4,18,11,7,0
274661,18946177,8,a1 b2 b6 c1 c5 d4 e1,11,18,-7,0
274663,27332737,8,a1 b2 c1 c5 d4 d6 e1,11,18,-7,0
274665,1111785568,8,a6 b1 c4 d1 d5 e2 f1,18,11,7,0
274676,287316097,8,a1 b2 b6 c1 d4 e1 e5,11,18,-7,0
274678,295702657,8,a1 b2 c1 d4 d6 e1 e5,11,18,-7,0
274680,1107592288,8,a6 b1 b5 c4 d1 e2 f1,18,11,7,0
274691,27269249,8,a1 b2 b6 c1 d4 d6 e1,11,18,-7,0
274693,1611793504,8,a6 b1 b5 c6 d3 e6 f1,18,11,7,0
274698,1107722336,8,a6 b1 c4 c6 d1 e2 f1,18,11,7,0
274774,92274837,8,a1 a3 a5 b2 d6 e1 e3,11,18,-7,0
274776,293601429,8,a1 a3 a5 b2 d6 e1 e5,11,18,-7,0
274778,2172649621,8,a1 a3 a5 b2 d6 e1 f2,11,18,-7,0
274780,4832101418,8,a2 a4 a6 b5 d1 e6 f3,18,11,7,0
274782,1610875946,8,a2 a4 a6 b5 d1 e6 f1,18,11,7,0
274794,168035370,8,a2 a4 a6 b5 d1 e2 e4,18,11,7,0
274797,1648623688,8,a4 b1 d1 d5 e2 e6 f1,18,11,7,0
274799,1111883848,8,a4 b1 c6 d1 d5 e2 f1,18,11,7,0
274801,1111752808,8,a4 a6 b1 d1 d5 e2 f1,18,11,7,0
274812,1644430408,8,a4 b1 b5 d1 e2 e6 f1,18,11,7,0
274814,1107690568,8,a4 b1 b5 c6 d1 e2 f1,18,11,7,0
274816,1107559466,8,a2 a4 a6 b5 d1 e2 f1,18,11,7,0
274827,1644560456,8,a4 b1 c6 d1 e2 e6 f1,18,11,7,0
274829,1644429416,8,a4 a6 b1 d1 e2 e6 f1,18,11,7,0
274834,1107689576,8,a4 a6 b1 c6 d1 e2 f1,18,11,7,0
274845,285282449,8,a1 a5 b2 c1 c5 e1 e5,11,18,-7,0
274847,16849041,8,a1 a5 b2 b6 c1 c5 e1,11,18,-7,0
274849,25235601,8,a1 a5 b2 c1 c5 d6 e1,11,18,-7,0
274851,1610753058,8,a2 a6 b5 c2 c6 e6 f1,18,11,7,0
274860,285218961,8,a1 a5 b2 b6 c1 e1 e5,11,18,-7,0
274862,293605521,8,a1 a5 b2 c1 d6 e1 e5,11,18,-7,0
274864,1644168234,8,a2 a4 a6 b5 e2 e6 f1,18,11,7,0
274870,25172113,8,a1 a5 b2 b6 c1 d6 e1,11,18,-7,0
274872,1610744930,8,a2 a6 b1 b5 c6 e6 f1,18,11,7,0
274877,1611007010,8,a2 a6 b5 c6 d1 e6 f1,18,11,7,0
274930,285284481,8,a1 b2 b6 c1 c5 e1 e5,11,18,-7,0
274932,293671041,8,a1 b2 c1 c5 d6 e1 e5,11,18,-7,0
274934,1111753824,8,a6 b1 b5 d1 d5 e2 f1,18,11,7,0
274945,25237633,8,a1 b2 b6 c1 c5 d6 e1,11,18,-7,0
274947,1610753120,8,a6 b1 b5 c2 c6 e6 f1,18,11,7,0
274952,1111883872,8,a6 b1 c6 d1 d5 e2 f1,18,11,7,0
274988,293607553,8,a1 b2 b6 c1 d6 e1 e5,11,18,-7,0
274990,1644299360,8,a6 b1 b5 c6 e2 e6 f1,18,11,7,0
274995,1107690592,8,a6 b1 b5 c6 d1 e2 f1,18,11,7,0
275013,1611007072,8,a6 b1 b5 c6 d1 e6 f1,18,11,7,0
